26ce0b7d-b0a9-4349-afd6-7d83152674f8, 军武, 7e3d9395f78906b6a122de06af85b52c101894ecd387593450472e6b, NULL, junwu@ihydt.com,,, 13119000001,,,1,1,0,0,0,,1, 2016-01-04 08:00:00,1, 2015-07-03 15:17:05,0, NULL, AUTO
88a82d00-f8e7-41e6-bb1d-0899a8e781b3, 佳帅, 7e3d9395f78906b6a122de06af85b52c101894ecd387593450472e6b, NULL, jiashuai@ihydt.com,,, 13119000002,,,1,1,0,0,0,,1, 2016-01-04 16:33:28,1, 2016-01-04 17:24:35,0, NULL, AUTO
26ce0b7d-b0a9-4349-afd6-7d83152674f8, 朱建民, 7e3d9395f78906b6a122de06af85b52c101894ecd387593450472e6b, NULL, zhujianmin@ihydt.com,,, 13119000003,,,1,1,0,0,0,,1, 2016-01-04 08:00:00,1, 2015-07-03 15:17:05,0, NULL, AUTO
88a82d00-f8e7-41e6-bb1d-0899a8e781b3, 朱军红, 7e3d9395f78906b6a122de06af85b52c101894ecd387593450472e6b, NULL, zhujunhong@ihydt.com,,, 13119000004,,,1,1,0,0,0,,1, 2016-01-04 16:33:28,1, 2016-01-04 17:24:35,0, NULL, AUTO
26ce0b7d-b0a9-4349-afd6-7d83152674f8, 朱启本, 7e3d9395f78906b6a122de06af85b52c101894ecd387593450472e6b, NULL, zhuqiben@ihydt.com,,, 13119000005,,,1,1,0,0,0,,1, 2016-01-04 08:00:00,1, 2015-07-03 15:17:05,0, NULL, AUTO
26ce0b7d-b0a9-4349-afd6-7d83152674f8, 福谦, 7e3d9395f78906b6a122de06af85b52c101894ecd387593450472e6b, NULL, fuqian@ihydt.com,,, 13119000006,,,1,1,0,0,0,,1, 2016-01-04 16:33:28,1, 2016-01-04 17:24:35,0, NULL, AUTO
26ce0b7d-b0a9-4349-afd6-7d83152674f8, 张振军, 7e3d9395f78906b6a122de06af85b52c101894ecd387593450472e6b, NULL, zhangzhenjun@ihydt.com,,, 13119000007,,,1,1,0,0,0,,1, 2016-01-04 08:00:00,1, 2015-07-03 15:17:05,0, NULL, AUTO
26ce0b7d-b0a9-4349-afd6-7d83152674f8, 兰青, 7e3d9395f78906b6a122de06af85b52c101894ecd387593450472e6b, NULL, lanqin@ihydt.com,,, 13119000008,,,1,1,0,0,0,,1, 2016-01-04 16:33:28,1, 2016-01-04 17:24:35,0, NULL, AUTO
26ce0b7d-b0a9-4349-afd6-7d83152674f8, 王静, 7e3d9395f78906b6a122de06af85b52c101894ecd387593450472e6b, NULL, wangjing@ihydt.com,,, 13119000009,,,1,1,0,0,0,,1, 2016-01-04 08:00:00,1, 2015-07-03 15:17:05,0, NULL, AUTO
26ce0b7d-b0a9-4349-afd6-7d83152674f8, 李凤红, 7e3d9395f78906b6a122de06af85b52c101894ecd387593450472e6b, NULL, lifenghong@ihydt.com,,, 13119000010,,,1,1,0,0,0,,1, 2016-01-04 16:33:28,1, 2016-01-04 17:24:35,0, NULL, AUTO
26ce0b7d-b0a9-4349-afd6-7d83152674f8, 王建红, 7e3d9395f78906b6a122de06af85b52c101894ecd387593450472e6b, NULL, wangjianhong@ihydt.com,,, 13119000011,,,1,1,0,0,0,,1, 2016-01-04 08:00:00,1, 2015-07-03 15:17:05,0, NULL, AUTO
26ce0b7d-b0a9-4349-afd6-7d83152674f8, 李小强, 7e3d9395f78906b6a122de06af85b52c101894ecd387593450472e6b, NULL, lixiaoqiang@ihydt.com,,, 13119000012,,,1,1,0,0,0,,1, 2016-01-04 16:33:28,1, 2016-01-04 17:24:35,0, NULL, AUTO
26ce0b7d-b0a9-4349-afd6-7d83152674f8, 邓淑斌, 7e3d9395f78906b6a122de06af85b52c101894ecd387593450472e6b, NULL, dengshubin@ihydt.com,,, 13119000013,,,1,1,0,0,0,,1, 2016-01-04 08:00:00,1, 2015-07-03 15:17:05,0, NULL, AUTO
26ce0b7d-b0a9-4349-afd6-7d83152674f8, 郭良勇, 7e3d9395f78906b6a122de06af85b52c101894ecd387593450472e6b, NULL, guoliangyong@ihydt.com,,, 13119000014,,,1,1,0,0,0,,1, 2016-01-04 16:33:28,1, 2016-01-04 17:24:35,0, NULL, AUTO
26ce0b7d-b0a9-4349-afd6-7d83152674f8, 王晓刚, 7e3d9395f78906b6a122de06af85b52c101894ecd387593450472e6b, NULL, wangxiaogang@ihydt.com,,, 13119000015,,,1,1,0,0,0,,1, 2016-01-04 08:00:00,1, 2015-07-03 15:17:05,0, NULL, AUTO
26ce0b7d-b0a9-4349-afd6-7d83152674f8, 李屹, 7e3d9395f78906b6a122de06af85b52c101894ecd387593450472e6b, NULL, liyi@ihydt.com,,, 13119000016,,,1,1,0,0,0,,1, 2016-01-04 16:33:28,1, 2016-01-04 17:24:35,0, NULL, AUTO
26ce0b7d-b0a9-4349-afd6-7d83152674f8, 陈道军, 7e3d9395f78906b6a122de06af85b52c101894ecd387593450472e6b, NULL, chendaojun@ihydt.com,,, 13119000017,,,1,1,0,0,0,,1, 2016-01-04 08:00:00,1, 2015-07-03 15:17:05,0, NULL, AUTO
26ce0b7d-b0a9-4349-afd6-7d83152674f8, 陈永利, 7e3d9395f78906b6a122de06af85b52c101894ecd387593450472e6b, NULL, chenyongli@ihydt.com,,, 13119000018,,,1,1,0,0,0,,1, 2016-01-04 16:33:28,1, 2016-01-04 17:24:35,0, NULL, AUTO
26ce0b7d-b0a9-4349-afd6-7d83152674f8, 李祥豫, 7e3d9395f78906b6a122de06af85b52c101894ecd387593450472e6b, NULL, lixiangyu@ihydt.com,,, 13119000019,,,1,1,0,0,0,,1, 2016-01-04 08:00:00,1, 2015-07-03 15:17:05,0, NULL, AUTO
26ce0b7d-b0a9-4349-afd6-7d83152674f8, 杨林杰, 7e3d9395f78906b6a122de06af85b52c101894ecd387593450472e6b, NULL, yanglinjie@ihydt.com,,, 13119000020,,,1,1,0,0,0,,1, 2016-01-04 16:33:28,1, 2016-01-04 17:24:35,0, NULL, AUTO
